Metal,PMID,Journal,Title,Abstract,Year,Dose (ppm),Country,Organs,Species
Cadmium,26449855,BMC Public Health,Geographic clustering of elevated blood heavy metal levels in pregnant women.,"BACKGROUND: Cadmium (Cd), lead (Pb), mercury (Hg), and arsenic (As) exposure is ubiquitous and has been associated with higher risk of growth restriction and cardiometabolic and neurodevelopmental disorders. However, cost-efficient strategies to identify at-risk populations and potential sources of exposure to inform mitigation efforts are limited. The objective of this study was to describe the spatial distribution and identify factors associated with Cd, Pb, Hg, and As concentrations in peripheral blood of pregnant women. METHODS: Heavy metals were measured in whole peripheral blood of 310 pregnant women obtained at gestational age ~12 weeks. Prenatal residential addresses were geocoded and geospatial analysis (Getis-Ord Gi* statistics) was used to determine if elevated blood concentrations were geographically clustered. Logistic regression models were used to identify factors associated with elevated blood metal levels and cluster membership. RESULTS: Geospatial clusters for Cd and Pb were identified with high confidence (p-value for Gi* statistic <0.01). The Cd and Pb clusters comprised 10.5 and 9.2 % of Durham County residents, respectively. Medians and interquartile ranges of blood concentrations (μg/dL) for all participants were Cd 0.02 (0.01-0.04), Hg 0.03 (0.01-0.07), Pb 0.34 (0.16-0.83), and As 0.04 (0.04-0.05). In the Cd cluster, medians and interquartile ranges of blood concentrations (μg/dL) were Cd 0.06 (0.02-0.16), Hg 0.02 (0.00-0.05), Pb 0.54 (0.23-1.23), and As 0.05 (0.04-0.05). In the Pb cluster, medians and interquartile ranges of blood concentrations (μg/dL) were Cd 0.03 (0.02-0.15), Hg 0.01 (0.01-0.05), Pb 0.39 (0.24-0.74), and As 0.04 (0.04-0.05). Co-exposure with Pb and Cd was also clustered, the p-values for the Gi* statistic for Pb and Cd was <0.01. Cluster membership was associated with lower education levels and higher pre-pregnancy BMI. CONCLUSIONS: Our data support that elevated blood concentrations of Cd and Pb are spatially clustered in this urban environment compared to the surrounding areas. Spatial analysis of metals concentrations in peripheral blood or urine obtained routinely during prenatal care can be useful in surveillance of heavy metal exposure.",2015,,Jordan,,Human
Cadmium,26315940,Reprod Toxicol,How does tobacco smoke influence the morphometry of the fetus and the umbilical cord?-Research on pregnant women with intrauterine growth restriction exposed to tobacco smoke.,"Proper structure of the umbilical cord is important for the fetal development. We evaluated effects of toxic factors from tobacco smoke on fetal and umbilical cord morphometry. 109 women in weeks 29-40 of pregnancy (31 smokers with intrauterine growth restriction (IUGR); 28 non-smoking women with IUGR; 50 healthy pregnancies) were included. In smokers with IUGR, cotinine, cadmium and lead concentrations were significantly higher than in controls (mean 55.23ng/l; 1.52ng/ml; 14.85ng/ml vs 1.07; 0.34; 9.42) and inverse correlation between lead concentration and uncoiled umbilical cord was significant (r=-0.80). In smokers with IUGR, area of Wharton's jelly was increased compared to nonsmokers and controls. Inverse correlations occurred between cotinine and cadmium concentration and fetal percentile in smokers (r=-0.87; r=-0.87) and non-smokers (r=-0.47; r=-0.78) with IUGR. Exposure to tobacco smoke measured by cotinine, cadmium and lead concentration has an impact on fetal growth and umbilical cord morphometry and correlates with intensity of IUGR.",2015,"5.5e-05, 0.00152, 0.01485",Poland,,Human
Cadmium,26295018,Genom Data,Prenatal Exposure to Cadmium and Cotinine and CpG island DNA methylation in Mother-Infant Pairs.,"A precise biological mechanism by which cadmium acts as a developmental toxicant is unknown but is suggested to include an epigenetic basis. In prior work, we analyzed CpG island methylation levels within gene promoters (n=16,421) in leukocytes collected from mothers and their infants from a pregnancy cohort in Durham County, North Carolina. The CpG methylation levels were examined in relationship to prenatal exposure to cadmium and/or cotinine to identify genes and pathways influenced by in utero exposure. In the present article, we provide an enhanced description of the data collection and processing to facilitate cross-study comparisons. Data are available within the Gene Expression Omnibus database (GSE67976).",2015,,USA,,Human
Cadmium,26231505,Curr Environ Health Rep,"Perinatal and Childhood Exposure to Cadmium, Manganese, and Metal Mixtures and Effects on Cognition and Behavior: A Review of Recent Literature.","Lead (Pb) and mercury (Hg) neurotoxicity is well established. In recent years, a growing body of evidence suggests that environmental exposure to other metals including arsenic (As), cadmium (Cd), and manganese (Mn) and their mixtures also poses public health threats. In this paper, we summarize the recent literature examining the relationship of prenatal and childhood environmental metal exposures with cognitive and behavioral outcomes in children. We conducted a literature search to identify epidemiologic studies that examined the relationship of Cd, Mn, and metal mixtures with children's neurodevelopmental/cognitive and behavioral outcomes. We restricted the search to peer-reviewed studies published in English between January 2009 and March 2015. We identified a total of 31 articles of which 16, 17, and 16 studies examined the effects of Cd, Mn, or metal mixtures, respectively. Based on our review, there is suggestive evidence that prenatal/childhood Cd exposure may be associated with poorer cognition, but additional research is clearly needed. We found little evidence of behavioral effects of early life Cd exposure, and no studies found a significant relationship with attention deficit hyperactivity disorder. Studies of early life Mn exposure consistently reported negative impacts on both cognition and behavior. There is also growing evidence that co-exposure to multiple metals can result in increased neurotoxicity compared to single-metal exposure, in particular during early life. Few studies have evaluated behavioral effects related to metal co-exposure.",2015,,USA,,Human
Cadmium,26173596,BMC Pharmacol Toxicol,"Maternal cadmium, iron and zinc levels, DNA methylation and birth weight.","BACKGROUND: Cadmium (Cd) is a ubiquitous and environmentally persistent toxic metal that has been implicated in neurotoxicity, carcinogenesis and obesity and essential metals including zinc (Zn) and iron (Fe) may alter these outcomes. However mechanisms underlying these relationships remain limited. METHODS: We examined whether maternal Cd levels during early pregnancy were associated with offspring DNA methylation at regulatory sequences of genomically imprinted genes and weight at birth, and whether Fe and Zn altered these associations. Cd, Fe and Zn were measured in maternal blood of 319 women ≤ 12 weeks gestation. Offspring umbilical cord blood leukocyte DNA methylation at regulatory differentially methylated regions (DMRs) of 8 imprinted genes was measured using bisulfite pyrosequencing. Regression models were used to examine the relationships among Cd, Fe, Zn, and DMR methylation and birth weight. RESULTS: Elevated maternal blood Cd levels were associated with lower birth weight (p = 0.03). Higher maternal blood Cd levels were also associated with lower offspring methylation at the PEG3 DMR in females (β = 0.55, se = 0.17, p = 0.05), and at the MEG3 DMR in males (β = 0.72, se = 0.3, p = 0.08), however the latter association was not statistically significant. Associations between Cd and PEG3 and PLAGL1 DNA methylation were stronger in infants born to women with low concentrations of Fe (p < 0.05). CONCLUSIONS: Our data suggest the association between pre-natal Cd and offspring DNA methylation at regulatory sequences of imprinted genes may be sex- and gene-specific. Essential metals such as Zn may mitigate DNA methylation response to Cd exposure. Larger studies are required.",2015,,USA,,Human
Cadmium,26096925,Risk Anal,Exposure to Mixtures of Metals and Neurodevelopmental Outcomes: A Multidisciplinary Review Using an Adverse Outcome Pathway Framework.,"Current risk assessment guidance calls for an individual chemical-by-chemical approach that fails to capture potential interactive effects of exposure to environmental mixtures and genetic variability. We conducted a review of the literature on relationships between prenatal and early life exposure to mixtures of lead (Pb), arsenic (As), cadmium (Cd), and manganese (Mn) with neurodevelopmental outcomes. We then used an adverse outcome pathway (AOP) framework to integrate lines of evidence from multiple disciplines based on evolving guidance developed by the Organization for Economic Cooperation and Development (OECD). Toxicological evidence suggests a greater than additive effect of combined exposures to As-Pb-Cd and to Mn with any other metal, and several epidemiologic studies also suggest synergistic effects from binary combinations of Pb-As, Pb-Cd, and Pb-Mn. The exposure levels reported in these epidemiologic studies largely fall at the high-end (e.g., 95th percentile) of biomonitoring data from the National Health and Nutrition Examination Survey (NHANES), suggesting a small but significant potential for high-end exposures. This review integrates multiple data sources using an AOP framework and provides an initial application of the OECD guidance in the context of potential neurodevelopmental toxicity of several metals, recognizing the evolving nature of regulatory interpretation and acceptance.",2015,,USA,,Human
Cadmium,25981164,Toxicol Appl Pharmacol,Telomere length in children environmentally exposed to low-to-moderate levels of lead.,"Shorter relative telomere length in peripheral blood is a risk marker for some types of cancers and cardiovascular diseases. Several environmental hazards appear to shorten telomeres, and this shortening may predispose individuals to disease. The aim of the present cross-sectional study was to assess the effect of environmental exposure to lead on relative telomere length (rTL) in children. A cohort of 99 8-year-old children was enrolled from 2007-2010. Blood lead concentrations (B-Pb) were measured by graphite furnace atomic absorption spectrometry, and blood rTL was measured by quantitative PCR. The geometric mean of B-Pb was 3.28 μg/dl (range: 0.90-14.2), and the geometric mean of rTL was 1.08 (range: 0.49-2.09). B-Pb was significantly inversely associated with rTL in the children (rS = -0.25, p = 0.013; in further analyses both log-transformed-univariate regression analysis β = -0.13, p = 0.026, and R(2)adj 4%; and β = -0.12, p = 0.056 when adjusting for mothers' smoking during pregnancy, Apgar score, mother's and father's ages at delivery, sex and mother's education, R(2)adj 12%, p = 0.011). The effect of lead remained significant in children without prenatal tobacco exposure (N = 87, rS = -0.24, p = 0.024; in further analyses, β = -0.13, p = 0.029, and R(2)adj 4%). rTL was not affected by sex, the concentrations of other elements in the blood (i.e., cadmium and selenium concentrations), or oxidative injury parameters (total antioxidant status, 8-hydroxydeoxyguanosine and thiobarbituric acid-reactive substances). Lead exposure in childhood appears to be associated with shorter telomeres, which might contribute to diseases, such as cardiovascular disease. The inverse association between blood lead level and the telomeres in children emphasizes the importance of further reducing lead levels in the environment.",2015,,Sweden,,Human
Cadmium,25960943,Curr Environ Health Rep,The Epigenetic Effects of Prenatal Cadmium Exposure.,"Prenatal exposure to the highly toxic and common pollutant cadmium has been associated with adverse effects on child health and development. However, the underlying biological mechanisms of cadmium toxicity remain partially unsolved. Epigenetic disruption due to early cadmium exposure has gained attention as a plausible mode of action, since epigenetic signatures respond to environmental stimuli and the fetus undergoes drastic epigenomic rearrangements during embryogenesis. In the current review, we provide a critical examination of the literature addressing prenatal cadmium exposure and epigenetic effects in human, animal, and in vitro studies. We conducted a PubMed search and obtained eight recent studies addressing this topic, focusing almost exclusively on DNA methylation. These studies provide evidence that cadmium alters epigenetic signatures in the DNA of the placenta and of the newborns, and some studies indicated marked sexual differences for cadmium-related DNA methylation changes. Associations between early cadmium exposure and DNA methylation might reflect interference with de novo DNA methyltransferases. More studies, especially those including environmentally relevant doses, are needed to confirm the toxicoepigenomic effects of prenatal cadmium exposure and how that relates to the observed health effects of cadmium in childhood and later life.",2015,,Sweden,,Rat
Cadmium,25956007,Environ Health Perspect,Exposure to Endocrine-Disrupting Chemicals during Pregnancy and Weight at 7 Years of Age: A Multi-pollutant Approach.,"BACKGROUND: Prenatal exposure to endocrine-disrupting chemicals (EDCs) may induce weight gain and obesity in children, but the obesogenic effects of mixtures have not been studied. OBJECTIVE: We evaluated the associations between pre- and perinatal biomarker concentrations of 27 EDCs and child weight status at 7 years of age. METHODS: In pregnant women enrolled in a Spanish birth cohort study between 2004 and 2006, we measured the concentrations of 10 phthalate metabolites, bisphenol A, cadmium, arsenic, and lead in two maternal pregnancy urine samples; 6 organochlorine compounds in maternal pregnancy serum; mercury in cord blood; and 6 polybrominated diphenyl ether congeners in colostrum. Among 470 children at 7 years, body mass index (BMI) z-scores were calculated, and overweight was defined as BMI > 85th percentile. We estimated associations with EDCs in single-pollutant models and applied principal-component analysis (PCA) on the 27 pollutant concentrations. RESULTS: In single-pollutant models, HCB (hexachlorobenzene), βHCH (β-hexachlorocyclohexane), and polychlorinated biphenyl (PCB) congeners 138 and 180 were associated with increased child BMI z-scores; and HCB, βHCH, PCB-138, and DDE (dichlorodiphenyldichloroethylene) with overweight risk. PCA generated four factors that accounted for 43.4% of the total variance. The organochlorine factor was positively associated with BMI z-scores and with overweight (adjusted RR, tertile 3 vs. 1: 2.59; 95% CI: 1.19, 5.63), and these associations were robust to adjustment for other EDCs. Exposure in the second tertile of the phthalate factor was inversely associated with overweight. CONCLUSIONS: Prenatal exposure to organochlorines was positively associated with overweight at age 7 years in our study population. Other EDCs exposures did not confound this association.",2015,,Spain,,Human
Cadmium,25835381,J Matern Fetal Neonatal Med,"Maternal risk factors associated with lead, mercury and cadmium levels in umbilical cord blood, breast milk and newborn hair.","OBJECTIVE: Lead (Pb), mercury (Hg) and cadmium (Cd) are environmental pollutants that are wide spread throughout the world. The present study aimed to investigate the level of exposure to Pb, Hg and Cd during the prenatal period, and the possible routes of maternal exposure to these toxic heavy metals. PARTICIPANTS: The study included 123 mothers and their newborns. Umbilical cord blood samples were collected immediately after delivery, and breast milk and newborn hair samples were collected between postpartum d 3 and 10. RESULTS: Among the 121 cord blood samples that were analyzed, Pb was present in 120 (99.2%) and the mean level was 1.66 ± 1.60 µg dL(-1) (range: <detection limit-12.50 µg dL(-1)), whereas Hg was noted in only 2 (1.7%) (15.74 and 33.20 µgL(-1)) and Cd was detected in 24 (19.8%) (range: < detection limit-6.71 µgL(-1)). The level of Pb in cord blood was ≥2 µg dL(-1) in 29% of the samples. Pb, Hg and Cd were detectable in all the newborn hair samples. DISCUSSION: Among the 107 breast milk samples analyzed, 89 (83.2%) had a detectable level of Pb and the mean level was 14.56 ± 12.13 µgL(-1). Detection rate of Cd in breast milk was higher in women who resided near to city waste disposal site. Detection rate of Cd in cord blood was significantly higher in the women who consumed ≥2 servings of fish weekly. Maternal exposure to environmental tobacco smoke (ETS) resulted in elevated levels of Pb and Cd in newborn hair samples. CONCLUSION: Most of the study samples had detectable levels of Pb, Hg and Cd, indicating that there was long-term maternal exposure prior to and during pregnancy, and a considerable number of the cord and breast milk samples had levels that exceeded the present accepted safety level.",2016,,Turkey,,Human
Cadmium,25745747,J Reprod Med,Distributions of heavy metals in maternal and cord blood and the association with infant birth weight in China.,"OBJECTIVE: To measure serum levels of heavy metals in Chinese pregnant women and their newborns, and to evaluate the association of these metals with infant birth weight. STUDY DESIGN: We measured serum concentrations of lead (Pb), thallium (Tl), cadmium (Cd), selenium (Se), arsenic (As), nickle (Ni), vanadium (V), cobalt (Co), and mercury (Hg) in 81 mother-infant pairs using an inductively coupled plasma mass spectrometry method. Multiple linear regression analyses were used to evaluate the associations of these heavy metals with infant birth weight. RESULTS: Se, Pb, As, and Cd showed the highest detection rates (98.8%) in both the maternal and cord blood, followed by Tl, which was detected in 79.0% and 71.6% of the maternal and cord blood samples, respectively. Pb had the highest concentrations in both the maternal and cord blood samples of all toxic metals detected, with concentrations of 23.1 ng/g and 22.0 ng/g, respectively. No significant associations were observed between any heavy metals and birth weight. However, Tl in the maternal and cord blood was most notably inversely associated with birth weight. CONCLUSION: Se intake was low in Chinese women and their newborns, whereas Pb had the highest concentrations in both the maternal and cord blood samples of all toxic metals detected. Tl was a unique pollution source in this population, and Tl levels were shown to have the largest effect on decreasing infant birth weight in this pilot study. Further research incorporating larger sample sizes is needed to investigate the effects of prenatal exposure to heavy metals--especially Tl and Pb--on birth outcome in Chinese infants.",2015,,,,Human
Cadmium,25725195,Sci Total Environ,Exposure to metals and congenital anomalies: a biomonitoring study of pregnant Bedouin-Arab women.,"BACKGROUND: The Bedouin-Arab population in Israel comprises a low socio-economic society in transition. Smoking among males and consanguineous marriages are frequent. A previous study showed elevated rates of major malformations within groups from this population residing near an industrial park, where high ambient values of arsenic (As) and nickel (Ni) were detected, compared to groups living in remote localities. OBJECTIVES: We estimated the extent of exposure to metals in pregnant Bedouin-Arab women in relation to congenital malformations. METHODS: We collected maternal urine samples from 140 Bedouin women who gave birth in a local hospital. Patient medical history, type of marriage (consanguineous or non-consanguineous), and parental exposure history were collected by interview and medical records. RESULTS: Aluminum (Al) was detected in 37 women (26.4%), cadmium (Cd) in 2 (1.4%), As in 10 (7.1%), and Ni in 1 woman (0.7%). The detected rate of Cd exposure was low, though more than 92% of the fathers reported smoking. Concentrations of Al were higher for women residing within 10 km of the local industrial park (Prevalence Ratio (PR)=1.12, p-value=0.012) or who reported using a wood burning stove (PR=1.37, p-value=0.011) and cooking over an open fire (PR=1.16, p-value=0.076). Exposure to Al was adversely associated with minor anomalies (OR=3.8, p-value=0.046) after adjusting for history of abortions (OR=6.1, p-value=0.007). Fetuses prenatally exposed to As were born prematurely (p-value=0.001) and at lower weights (pv=0.023). CONCLUSIONS: The study population of pregnant women is exposed to high levels of metals mainly of household origin. Our findings may be generalized to similar populations in developing countries.",2015,,Israel,,Human
Cadmium,25687722,Reprod Toxicol,"Associations of cadmium, bisphenol A and polychlorinated biphenyl co-exposure in utero with placental gene expression and neonatal outcomes.","In utero co-exposure to endocrine disrupting compounds can perturb fetal development. However, the effect of co-exposure on pivotal regulatory genes has seldom been investigated. We explored the effects of in utero co-exposure to cadmium (Cd), bisphenol A (BPA) and polychlorinated biphenyls (PCBs) on master regulator genes. We recruited 284 healthy pregnant women, of whom 262 provided both cord blood and placenta samples, and 200 had all measurements taken. Placental Cd, cord blood BPA and total PCBs in the exposed group were higher than a reference group. KISS1 expression level in placental tissue was threefold higher in the exposed group than in the reference, and was positively associated with all toxicants. Leptin and leptin receptor expression were also significantly higher, but were only associated with BPA. From our findings, we conclude that lower birth weight is correlated with Cd and PCBs, and may result from the increased KISS1 mRNA expression.",2015,,China,,Human
Cadmium,25511909,J Trace Elem Med Biol,Performance IQ in children is associated with blood cadmium concentration in early pregnancy.,"OBJECTIVE: To investigate whether performance IQ in children is associated with maternal blood cadmium concentration in early pregnancy. METHOD: The present study is a component of the Mothers' and Children's Environmental Health (MOCEH) study, a multi-center birth cohort project in Korea that began in 2006. The study cohort consisted of 119 children whose mothers underwent testing of blood cadmium during early pregnancy. All children were evaluated using the Korean version of the Wechsler Preschool and Primary Scale of Intelligence, revised edition (WPPSI-R), at 60 months of age. Multivariate linear regression analysis was performed to analyze the correlation between IQ in children and maternal blood cadmium concentration in early pregnancy, after adjustment for covariates. RESULTS: Maternal blood cadmium concentration during early pregnancy was inversely associated with performance IQ, after adjustment for covariates such as sex, educational levels of both parents, family income, and maternal BMI. Maternal blood cadmium concentration, however, was not associated with cognitive IQ. CONCLUSION: Performance IQ in children is associated with maternal blood cadmium concentration in early pregnancy.",2015,,South Korea,,Human
Cadmium,25479081,Int J Mol Sci,Prenatal exposure to arsenic and cadmium impacts infectious disease-related genes within the glucocorticoid receptor signal transduction pathway.,"There is increasing evidence that environmental agents mediate susceptibility to infectious disease. Studies support the impact of prenatal/early life exposure to the environmental metals inorganic arsenic (iAs) and cadmium (Cd) on increased risk for susceptibility to infection. The specific biological mechanisms that underlie such exposure-mediated effects remain understudied. This research aimed to identify key genes/signal transduction pathways that associate prenatal exposure to these toxic metals with changes in infectious disease susceptibility using a Comparative Genomic Enrichment Method (CGEM). Using CGEM an infectious disease gene (IDG) database was developed comprising 1085 genes with known roles in viral, bacterial, and parasitic disease pathways. Subsequently, datasets collected from human pregnancy cohorts exposed to iAs or Cd were examined in relationship to the IDGs, specifically focusing on data representing epigenetic modifications (5-methyl cytosine), genomic perturbations (mRNA expression), and proteomic shifts (protein expression). A set of 82 infection and exposure-related genes was identified and found to be enriched for their role in the glucocorticoid receptor signal transduction pathway. Given their common identification across numerous human cohorts and their known toxicological role in disease, the identified genes within the glucocorticoid signal transduction pathway may underlie altered infectious disease susceptibility associated with prenatal exposures to the toxic metals iAs and Cd in humans.",2014,,USA,,Human
Cadmium,25478730,Rev Environ Health,Developmental and reproductive effects of chemicals associated with unconventional oil and natural gas operations.,"Unconventional oil and gas (UOG) operations have the potential to increase air and water pollution in communities located near UOG operations. Every stage of UOG operation from well construction to extraction, operations, transportation, and distribution can lead to air and water contamination. Hundreds of chemicals are associated with the process of unconventional oil and natural gas production. In this work, we review the scientific literature providing evidence that adult and early life exposure to chemicals associated with UOG operations can result in adverse reproductive health and developmental effects in humans. Volatile organic compounds (VOCs) [including benzene, toluene, ethyl benzene, and xylene (BTEX) and formaldehyde] and heavy metals (including arsenic, cadmium and lead) are just a few of the known contributors to reduced air and water quality that pose a threat to human developmental and reproductive health. The developing fetus is particularly sensitive to environmental factors, which include air and water pollution. Research shows that there are critical windows of vulnerability during prenatal and early postnatal development, during which chemical exposures can cause potentially permanent damage to the growing embryo and fetus. Many of the air and water pollutants found near UOG operation sites are recognized as being developmental and reproductive toxicants; therefore there is a compelling need to increase our knowledge of the potential health consequences for adults, infants, and children from these chemicals through rapid and thorough health research investigation.",2014,,,,Human
Cadmium,25460617,Environ Res,Maternal blood metal levels and fetal markers of metabolic function.,"Exposure to metals commonly found in the environment has been hypothesized to be associated with measures of fetal growth but the epidemiological literature is limited. The Maternal-Infant Research on Environmental Chemicals (MIREC) study recruited 2001 women during the first trimester of pregnancy from 10 Canadian sites. Our objective was to assess the association between prenatal exposure to metals (lead, arsenic, cadmium, and mercury) and fetal metabolic function. Average maternal metal concentrations in 1st and 3rd trimester blood samples were used to represent prenatal metals exposure. Leptin and adiponectin were measured in 1363 cord blood samples and served as markers of fetal metabolic function. Polytomous logistic regression models were used to estimate odds ratios (OR) and 95% confidence intervals (CI) for the association between metals and both high (≥ 90%) and low (≤ 10%) fetal adiponectin and leptin levels. Leptin levels were significantly higher in female infants compared to males. A significant relationship between maternal blood cadmium and odds of high leptin was observed among males but not females in adjusted models. When adjusting for birth weight z-score, lead was associated with an increased odd of high leptin. No other significant associations were found at the top or bottom 10th percentile in either leptin or adiponectin models. This study supports the proposition that maternal levels of cadmium influence cord blood adipokine levels in a sex-dependent manner. Further investigation is required to confirm these findings and to determine how such findings at birth will translate into childhood anthropometric measures.",2015,,USA,,Human
Cadmium,25395122,Biol Trace Elem Res,Effects of prenatal and postnatal exposure of Wi-Fi on development of teeth and changes in teeth element concentration in rats. [corrected].,"The present study determined the effects of prenatal and postnatal exposure to Wi-Fi (2.45 GHz)-induced electromagnetic radiation (EMR) on tooth and surrounding tissue development as well as the element levels in growing rats. Twenty-four rats and their offspring were equally divided into two separate groups identified as experiment and control. The experiment group was exposed to 2.45 GHz EMR for 2 h/day during the periods of pregnancy (21 days) and lactation (21 days). The offspring of these dams were also exposed to EMR up to decapitation. The control group was exposed to cage stress for 2 h per day using the same protocol established for the experimental group. On the 7th, 14th, and 21st days after birth, 8 male offspring rats from each of the two groups were decapitated, and the jaws were taken for histological and immunohistochemical examination. Caspase-3 (1/50 dilution) was used in the immunohistochemical examination for apoptotic activity. On the last day of the experiment, the rats' incisors were also collected. In samples that were histologically and immunohistochemically examined, there was an increase in apoptosis and caspase-3 in both the control and the Wi-Fi groups during the development of the teeth. However, no significant difference was observed between the two groups in terms of development and apoptotic activity. Results from the elemental analysis showed that iron and strontium concentrations were increased in the Wi-Fi group, whereas boron, copper, and zinc concentrations were decreased. There were no statistically significant differences in calcium, cadmium, potassium, magnesium, sodium, or phosphorus values between the groups. Histological and immunohistochemical examinations between the experimental and control groups showed that exposure to 2.45 GHz EMR for 2 h per day does not interfere with the development of teeth and surrounding tissues. However, there were alterations in the elemental composition of the teeth, especially affecting such oxidative stress-related elements as copper, zinc, and iron, suggesting that short-term exposure to Wi-Fi-induced EMR may cause an imbalance in the oxidative stress condition in the teeth of growing rats.",2015,,Turkey,,Rat
Cadmium,25322905,Reprod Domest Anim,Effect of a single dose of cadmium on pregnant Wistar rats and their offspring.,"Cadmium (Cd) is a well-known toxicant targeting many organs, among them placenta. This heavy metal also has embryonary and foetal toxicity. This study was undertaken to analyse the effect of a single Cd dose administered at 4, 7, 10 or 15 days of gestation on the offspring of pregnant rats sacrificed at 20 days of gestation. Cadmium chloride was administered subcutaneously at 10 mg/kg body weight to Wistar pregnant dams; control animals received a proportionate volume of sterile normal saline by the same route. Maternal uteri, livers, kidneys and lungs, and foetuses were examined at necropsy. Samples of maternal organs and whole foetuses were collected for histopathologic examination, determination of Cd levels and staining by the Alizarin red S technique. Results revealed a clear embryotoxic and a teratogenic effect of this heavy metal, the former as a significant increase in the number of resorptions, and the latter as significant decrease of the gestational sac weight, and the size and weight of foetuses of Cd-treated dams as well as induced malformations in skull bones, vertebrae and thoracic, and pelvian limbs. The deleterious effects found were similar to those previously reported for other animal models suggesting a high conservation of the pathogenic mechanisms of Cd. Additionally, many of the addressed aspects showed a slight dependence on the time of administration of the toxic that might be due to the accumulation of the metal in different organs, as we were able to demonstrate by the analysis of its concentration.",2014,10,Argentina,lungs,Rat
Cadmium,25299345,PLoS One,Fetal exposure to environmental neurotoxins in Taiwan.,"Mercury (Hg), lead (Pb), cadmium (Cd), and arsenic (As) are recognized neurotoxins in children that particularly affect neurodevelopment and intellectual performance. Based on the hypothesis that the fetal basis of adult disease is fetal toxic exposure that results in adverse outcomes in adulthood, we explored the concentrations of key neurotoxins (i.e., Hg, Pb, Cd, and As) in meconium to identify the risk factors associated with these concentrations. From January 2007 to December 2009, 545 mother-infant pairs were recruited. The geometric mean concentrations of Pb and As in the meconium of babies of foreign-born mothers (22.9 and 38.1 µg/kg dry weight, respectively) were significantly greater than those of babies of Taiwan-born mothers (17.5 and 33.0 µg/kg dry weight, respectively). Maternal age (≥30 y), maternal education, use of traditional Chinese herbs during pregnancy, and fish cutlet consumption (≥3 meals/wk) were risk factors associated with concentrations of key prenatal neurotoxins. The Taiwan government should focus more attention on providing intervention programs for immigrant mothers to help protect the health of unborn babies. Further investigation on how multiple neurotoxins influence prenatal neurodevelopment is warranted.",2014,"0.0381, 0.033",Taiwan,,Human
Cadmium,25288670,Toxicol Sci,"Exposure to As-, Cd-, and Pb-mixture induces Aβ, amyloidogenic APP processing and cognitive impairments via oxidative stress-dependent neuroinflammation in young rats.","Environmental pollutants act as risk factors for Alzheimer's disease (AD), mainly affecting the aging population. We investigated early manifestations of AD-like pathology by a mixture of arsenic (As), cadmium (Cd), and lead (Pb), reported to impair neurodevelopment. We treated rats with As+Cd+Pb at their concentrations detected in groundwater of India, ie, 0.38, 0.098, and 0.22 ppm or 10 times of each, respectively, from gestation-05 to postnatal day-180. We identified dose-dependent increase in amyloid-beta (Aβ) in frontal cortex and hippocampus as early as post-weaning. The effect was strongly significant during early-adulthood, reaching levels comparable to an Aβ-infused AD-like rat model. The metals activated the proamyloidogenic pathway, mediated by increase in amyloid precursor protein (APP), and subsequent beta secretase (BACE) and presenilin (PS)-mediated APP-processing. Investigating the mechanism of Aβ-induction revealed an augmentation in oxidative stress-dependent neuroinflammation that stimulated APP expression through interleukin-responsive-APP-mRNA 5'-untranslated region. We then examined the effects of individual metals and binary mixtures in comparison with the tertiary. Among individual metals, Pb triggered maximum induction of Aβ, whereas individual As or Cd had a relatively non-significant effect on Aβ despite enhanced APP, owing to reduced induction of BACE and PS. Interestingly, when combined the metals demonstrated synergism, with a major contribution by As. The synergistic effect was significant and consistent in tertiary mixture, resulting in the augmentation of Aβ. Eventually, increase in Aβ culminated in cognitive impairments in the young rats. Together, our data demonstrate that exposure to As+Cd+Pb induces premature manifestation of AD-like pathology that is synergistic, and oxidative stress and inflammation dependent.",2015,0.22,USA,brain,Rat
